"","analysisId","nctId","pValue","statisticalMethod","studyType","EARLY_PHASE1","PHASE1","PHASE2","PHASE3","PHASE4","outcomeTitle","outcomeType","groupDescription","conditionIds","briefTitle","has_less_than","N","model","I","R","C","JAB"
"381","16bf8c23d20b6b5ac0bb06fec7b1df41","NCT00443872",0.05,"Two-sample t-test","INTERVENTIONAL",0,0,0,0,1,"Mini Mental State Examination (MMSE) Scores for All Subjects","SECONDARY",NA,"D010300","Efficacy of Orally Disintegrating Selegiline in Parkinson's Patients Experiencing Adverse Effects With Dopamine Agonists",TRUE,60,"t-test",NA,NA,NA,1.17169922891753
"382","16c1e68f5a80c351f0973efbb29b18ac","NCT04910165",0.05,"Mann-Whitney","INTERVENTIONAL",0,0,0,1,0,"Inpatient Opioid Use","PRIMARY",NA,"D010149","Exparel Use in Adductor Canal Block After Total Knee Arthroplasty",TRUE,100,"mann_whitney",NA,NA,NA,1.49341131573029
"383","16ca896e796055a64bb1ed31e55eac54","NCT01236053",0.0158,"Conditional logistic regression","OBSERVATIONAL",0,0,0,0,0,"Number of Anal Cancer Cases and Matched Controls With the Indicated Duration of Exposure to Gabapentin","PRIMARY",NA,"D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437","Cancer in Patients With Gabapentin (GPRD)",FALSE,2067,"logistic_regression",NA,NA,NA,2.47400323627304
"384","16d0cc64acf96d402ca8da6f9474d118","NCT00255190",0.042,"ANOVA","INTERVENTIONAL",0,0,0,1,0,"Mean Change From Baseline to Month 12 for Hemoglobin Values","PRIMARY",NA,"D005764","Safety and Quality of Life Study of Dexlansoprazole Modified Release Formulation to Treat Heartburn",FALSE,316,"anova",2,NA,NA,2.26327312901033
"385","16d177a4bc47aa4f9fc2f8b98d8281d2","NCT01066819",0.0255,"Logistic regression","OBSERVATIONAL",0,0,0,0,0,"Percentage of Participants With Relapse After Modified End of Treatment Response by Genotype in Modified All-Treated Population at 24 Weeks After End of Treatment","SECONDARY","The statistical analysis is presented for On-treatment response (cEVR vs NO RVR/EVR). The logistic regression analysis for relapse was performed for association between treatment response and baseline factors available in at least 90% of participants, in naive HCV mono-infected mTRT participants receiving PEG-IFN alfa-2a.","D006506; D006526; D019698; D006505","PROPHESYS 3: Observational Study on Predictors of Response in Patients With Treatment-naïve Chronic Hepatitis C Initiated on Treatment With Pegasys (Peginterferon Alfa-2a) or Peginterferon-alfa-2b",FALSE,264,"logistic_regression",NA,NA,NA,1.35340153480285
"386","16d18eb1d6d3a48a2eec3237466b0646","NCT01778127",0.05,"Two-sample t-test","INTERVENTIONAL",0,0,0,0,0,"Differences in Change in Muscular Strength Between Groups Over 24 Weeks: Dorsiflexion at 60 Degrees/Second","SECONDARY",NA,NA,"A Web-Based Physical Activity Intervention in Adolescent Survivors of Childhood Cancer",FALSE,56,"t-test",NA,NA,NA,1.13456029943022
"387","16d4c291ca9437a9b58e95a4b2c44438","NCT00508183",0.05,"Two-sample t-test","INTERVENTIONAL",0,0,0,0,0,"ASES Score","SECONDARY",NA,"D000070636","Types of Fixation in Arthroscopic Rotator Cuff Repair",FALSE,73,"t-test",NA,NA,NA,1.28506804726186
"388","16db3325a9945be3a98c62bef2ba5b13","NCT01421342",0.018,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Rate of Protocol Remission of Symptoms of Major Depressive Disorder","PRIMARY","Co-primary hypothesis: After ordering results form largest p-value to smallest (Hochberg approach) the comparison of Augmentation Antidepressant + Aripiprazole with Switching to Bupropion-SR was performed at the 0.025 significance level.","D003863; D003866; D003865","VA Augmentation and Switching Treatments for Improving Depression Outcomes",FALSE,1016,"logistic_regression",NA,NA,NA,1.94739730056856
"389","17247d6d1beba06822a6dad66f6c5b2a","NCT01236053",0.0309,"Conditional logistic regression","OBSERVATIONAL",0,0,0,0,0,"Number of Pancreatic Cancer Cases and Matched Controls With the Indicated Cumulative Dose of Gabapentin","PRIMARY",NA,"D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437","Cancer in Patients With Gabapentin (GPRD)",FALSE,20382,"logistic_regression",NA,NA,NA,13.9024228981453
"390","1765f37af2471bf8e79547af754ed149","NCT02820038",0.0377,"Linear regression","INTERVENTIONAL",0,0,0,0,0,"Mean Knowledge of the Risks and Benefits Associated With DMARD Therapy at 6 Months Adjusted for Baseline","SECONDARY","The investigators hypothesized that participants would exhibit a greater increase in knowledge between baseline and the 6-month follow-up if they were assigned to receive gist reasoning training, delivered via the SMART Program, compared to those who were not assigned to receive this training.","D001168; D001172","Enhancing Patient Ability to Understand and Utilize Complex Information Concerning Medication Self-management",FALSE,127,"linear_regression",NA,NA,NA,1.32292124286088
"391","17799fd128782ce2dec7c448417d95c3","NCT00779246",0.05,"Logistic regression","INTERVENTIONAL",0,0,0,0,0,"Acquisition of Methicillin-resistant Staph Aureus (MRSA) Colonization or Infection","PRIMARY","Null hypothesis was that ASC and CHG would be no different in preventing acquisition of MRSA.","D007239; D003141; D013203","Cost-Effectiveness Study Comparing Chlorhexidine Bathing With Active Surveillance Cultures to Prevent Methicillin-resistant Staphylococcus Aureus & Other Hospital Infections",FALSE,687,"logistic_regression",NA,NA,NA,3.85061762427125
"392","178730604a2d680afa4432a77761d620","NCT04714320",0.047,"Logistic regression","INTERVENTIONAL",0,0,1,0,0,"Percentage of Participants Who Achieved Seated Automated Office SBP ≤ 140 mmHg, DBP ≤ 90 mmHg, and Both at Each Scheduled Post-Baseline Visit","SECONDARY","Seated Automated Office SBP ≤ 140 mmHg and DBP ≤ 90 mmHg at Day 64","D006973","A Study to Assess the Safety, Tolerability and Efficacy of IONIS-AGT-LRx in Hypertensive Participants With Uncontrolled Blood Pressure",FALSE,58,"logistic_regression",NA,NA,NA,1.09585976056121
"393","17875b3cc3ea4ac97ed1b770c1491476","NCT00939029",0.05,"Logistic regression","INTERVENTIONAL",0,0,1,1,0,"End of Treatment (Week 8) Point Prevalence Abstinence","PRIMARY",NA,NA,"Highdose Nicotine Patch Therapy for Smokeless Tobacco Use",FALSE,52,"logistic_regression",NA,NA,NA,1.09617796589869
"394","17a2a92a5d7db8c119c6b5222c0b2046","NCT00458406",0.05,"Two-sample t-test","INTERVENTIONAL",0,0,0,0,0,"Change in Apnea Hypopnea Index (AHI; Number of Apneas and Hypopneas Per Hour of Sleep) From Month 1 to Month 3","SECONDARY","Two-sided t-test. We hypothesized that Bi-Flex would result in improved adherence but similar efficacy to CPAP.

The study sample size of 45 in the Bi-Flex group and 15 in the CPAP group had 80% power to detect an effect size ≥ 0.85 with a 0.05 two-sided significance level. In addition, with this sample size, the 95% CI for the difference between the 2 means had a range of 1.282 SD.","D001049; D012891; D020181","Evaluation of Adherence and Therapeutic Effectiveness of Bi-Flex Versus CPAP in Children With OSA",TRUE,56,"t-test",NA,NA,NA,1.13456029943022
"395","17a763dc9ddb2cac979f169c81e18075","NCT01832961",0.05,"Two-sample t-test","INTERVENTIONAL",0,0,0,0,0,"Exhaled Nitric Oxide (FeNO)","SECONDARY",NA,"D008171; D008173; D029424","Acute Effects of a Flutter Device in COPD",TRUE,45,"t-test",NA,NA,NA,1.02560707988412
"396","17c2d4e36520405d62673ba8aaf87499","NCT02649634",0.05,"Two-sample t-test","INTERVENTIONAL",0,0,0,0,0,"Self-efficacy for Engaging in Physical Activity After the First Motivational Interviewing or Attention Control Interview, Week 1- 2","SECONDARY","Self-efficacy was analyzed via an independent sample t-test comparing the groups on mean self efficacy rating on the ESE.","D009765; D050177; D015431","Does Motivational Interviewing Improve Behavioral Weight Loss Outcomes for Obesity?",FALSE,135,"t-test",NA,NA,NA,1.7265679672307
"397","17c823c462fa219a385b1d60620967a2","NCT00105989",0.032,"Two-sample t-test","INTERVENTIONAL",0,0,0,1,0,"Statistically Significant Laboratory Measurements - Change From Baseline to Endpoint in Leukocyte Count - Continuation Phase","SECONDARY",NA,"D012008; D003866; D003863; D003865","Duloxetine Versus Placebo in the Prevention of Recurrence of Major Depressive Disorder",FALSE,386,"t-test",NA,NA,NA,1.98303169230429
"398","17cfed6f8f7c618c83eb5b3a21292023","NCT02572401",0.05,"Linear regression","INTERVENTIONAL",0,0,0,0,0,"Proportion Condom-protected Intercourse","SECONDARY","The analysis tested whether text messaging enhanced the effects of the HIV risk reduction intervention by comparing the HIV Risk Reduction and Text Messaging and No-Intervention No Text Message Arms to the Text Messaging Only and HIV Risk Reduction Only Arms. This is a test of the interaction between the two types of interventions.","D000163; D015658; D012749; D007153","Steering Together in a New Direction: Reducing the Risk of HIV/STD Among African American Men",TRUE,268,"linear_regression",NA,NA,NA,2.41555960484265
"399","17d39901cc26ec607749b397c678888c","NCT04026555",0.045,"Logistic regression","INTERVENTIONAL",0,0,0,0,0,"Mortality Rate","SECONDARY","IPTW log-binomial regression models were used to model the secondary and ad hoc outcomes. Treatment effect is expressed as adjusted relative risk (RR).","D000075902","Realtime Streaming Clinical Use Engine for Medical Escalation",FALSE,2740,"logistic_regression",NA,NA,NA,7.02355972277979
"400","17e3fe6456aba1f04784627de36418f3","NCT03192176",0.0422,"Logistic regression","INTERVENTIONAL",0,0,1,0,0,"Number of Participants With Absolute Reduction of 5 in Mean Number of Mild, Moderate and Severe VMS Per Day From Baseline to Each Study Week","SECONDARY","Week 10","D019584","A Dose-ranging Study of the Efficacy of ESN364 in Postmenopausal Women Suffering Vasomotor Symptoms (Hot Flashes)",FALSE,85,"logistic_regression",NA,NA,NA,1.19963908172612
"401","17e5c50f73262c41d73514f494712af6","NCT02547779",0.05,"Logistic regression","INTERVENTIONAL",0,0,0,0,0,"30-day In-hospital Mortality","SECONDARY",NA,"D058186; D016638","Isotonic Solutions and Major Adverse Renal Events Trial in the Non-Medical Intensive Care Unit (SMART-SURG)",TRUE,10421,"logistic_regression",NA,NA,NA,14.9579666321604
"402","17e8e0b540d6b86e7fe3f7be24bdb99b","NCT00256750",0.0174,"ANOVA","INTERVENTIONAL",0,0,0,1,0,"Mean Value of the Eight Domain Scores of Quality of Life Using SF-36 Questionnaire","SECONDARY","General Health, Month 12","D051437; D007676","Belatacept Evaluation of Nephroprotection and Efficacy as First-line Immunosuppression (BENEFIT)",FALSE,411,"anova",2,NA,NA,1.20730540750468
"403","17f986db2c171f85c395813bb0c6c847","NCT04864249",0.04,"Two-sample t-test","INTERVENTIONAL",0,0,0,0,0,"Mean Arterial Pressure","SECONDARY",NA,"D004461; D011225; D046110; D006973","Neonatal Sleep Intervention to Improve Postpartum Hypertension",FALSE,102,"t-test",NA,NA,NA,1.2513463072596
"404","17fba2c76ebcd8961813a6c5ed0a7806","NCT01197508",0.037,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Sustained Response, Defined as a ≥50% Reduction From Randomization (Week 8) in MADRS Total Score and a MADRS Total Score of ≤12 at Week 12, Week 14, and End of Treatment (Week 16)","SECONDARY","Logistic regression model including treatment and pooled center as fixed effects and the randomization MADRS total score as a covariate.","D003866; D003863; D003865","A Study to Assess the Efficacy and Safety of TC-5214 as an Adjunct Therapy in Patients With Major Depressive Disorder.",FALSE,343,"logistic_regression",NA,NA,NA,2.11700226917923
"405","180bc8d64ab2ff519778875062a582c8","NCT01187550",0.033,"Mann-Whitney","INTERVENTIONAL",0,0,0,0,1,"Change From Baseline in Lipid Profile at Week 4","SECONDARY","For HDL-cholesterol: Wilcoxon rank sum test was used to calculate p-value.","D004392; D004393; D010900","Predictive Markers in Chinese Growth Hormone Deficiency (GHD) Children Treated With Saizen®",FALSE,204,"mann_whitney",NA,NA,NA,1.48782010665858
"406","1812811451c08e2faf3be4f83a45bc1c","NCT02160977",0.05,"Two-sample t-test","INTERVENTIONAL",0,0,0,0,0,"Proprioception of the Knee Post Operation","PRIMARY",NA,"D010003","Proprioception of the Knee Post MIS TKA and MIS-QS TKA",TRUE,84,"t-test",NA,NA,NA,1.37375080866169
"407","18195f193aef4d7f57ddddeba5729a2e","NCT05127304",0.017,"Linear regression","OBSERVATIONAL",0,0,0,0,0,"COPD and/or Pneumonia-related Health Care Resource Utilization","PRIMARY","Ambulatory visits","D029424","A Study Using US Medical and Pharmacy Claim Records to Compare the Resource Use, Cost, and Outcomes of People With COPD Who Take Either Tiotropium + Olodaterol or Fluticasone + Umeclidinium + Vilanterol",FALSE,11316,"linear_regression",NA,NA,NA,6.166005718102
"408","181af0a520d07ab644ef471bc994a330","NCT05438576",0.032,"Logistic regression","INTERVENTIONAL",0,0,0,0,0,"Left Ventricular Ejection Fraction (LVEF) <50%","PRIMARY",NA,"D009202","Screening for Pregnancy Related Heart Failure in Nigeria",FALSE,1195,"logistic_regression",NA,NA,NA,3.47511069757978
"409","18237c97b0417433dc4dacc3065be9a1","NCT03192176",0.0428,"Logistic regression","INTERVENTIONAL",0,0,1,0,0,"Number of Participants With Mean Percent Reduction of 70% in The Mean Frequency of Mild, Moderate, and Severe VMS From Baseline to Each Study Week","SECONDARY","Week 14","D019584","A Dose-ranging Study of the Efficacy of ESN364 in Postmenopausal Women Suffering Vasomotor Symptoms (Hot Flashes)",FALSE,83,"logistic_regression",NA,NA,NA,1.20021032028455
"410","182d1d7464c3bad95d169f9939f90437","NCT00240487",0.05,"Two-sample t-test","INTERVENTIONAL",0,0,0,1,0,"Mean PaO2/FiO2 Ratio","PRIMARY","Differences in mean PaO2/FiO2 ratios between the two groups will help to determine whether order of therapy (immediate treatment with nitric oxide versus delayed treatment with nitric oxide) impacts outcomes.","D012128; D012127; D055371; D013577","Nitric Oxide Administration for Acute Respiratory Distress Syndrome",FALSE,52,"t-test",NA,NA,NA,1.09617796589869
"411","183ef5ff37f8dfb41b7e07a78c649ed5","NCT00902330",0.05,"Two-sample t-test","INTERVENTIONAL",0,0,0,1,0,"Means and Standard Deviations of Biomarkers Log(CRP pg/ml), Log(IL-1b pg/ml), Log(IL-6 pg/ml) and Log(TNF-a pg/ml).","SECONDARY","Spearman correlation coefficients were computed for the biomarkers. P-Values shown are not adjusted for multiple comparisons. The a priori threshold for statistical significance was P less than 0.05. This information applies to all rows listed in the table.","D001943; D012893; D020447; D005221; D003863; D001008","Cranial Stimulation for Chemotherapy Symptoms in Breast Cancer",TRUE,152,"t-test",NA,NA,NA,1.82914240849702
"412","1858d085d6d6740c480910925df5e96c","NCT03158311",0.013,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Percentage of Patients Achieving the Minimally Clinically Important Difference (MCID) Change From Baseline AQLQ ≥ 0.5","SECONDARY",NA,"D001249","Study to Compare QVM149 and Free Triple Combination of Salmeterol/Fluticasone + Tiotropium",FALSE,895,"logistic_regression",NA,NA,NA,1.37341911923278
"413","186ae52f6754475a6f313dff364ed301","NCT00442546",0.0284,"ANOVA","INTERVENTIONAL",0,0,0,1,0,"Pain Interference With General Activity as Measured by the m-BPI-sf","SECONDARY","Discharge","D010003; D010149","Efficacy And Safety Of Pregabalin For Pain Following Total Knee Replacement",FALSE,166,"anova",2,NA,NA,1.18370875214069
"414","1887738fc6caffda50b61538369071f8","NCT02868216",0.05,"ANOVA","INTERVENTIONAL",0,0,0,0,0,"Difference in Flow-mediated Dilation in the Brachial Artery in the Base and After the Treatment.","PRIMARY",NA,"D009203; D007238","Management of Anger in Patients With Acute Myocardial Infarction (MAPAMI)",FALSE,76,"anova",2,NA,NA,1.30984657914153
"415","188d78dba67681c49f0f274da322ece5","NCT00717977",0.04,"Linear regression","INTERVENTIONAL",0,0,0,0,1,"Daytime (6:00 a.m. - Midnight) Mean Sensor Glucose by Age Group","PRIMARY","The associations of mean sensor glucose and glucose variability measures with age were assessed using least-squares regression models adjusting for device type.","D003922","Continuous Glucose Sensor Profiles in Non-Diabetic Subjects",FALSE,74,"linear_regression",NA,NA,NA,1.07421425939155
"416","188efdbad05a1807bb0d2a794ec343f5","NCT01539070",0.05,"Linear regression","INTERVENTIONAL",0,0,0,0,0,"Change in Children´s Consumption of Foods From Baseline to 3 Months by Intervention Assignment","PRIMARY","In intent-to-treat analyses, we used unadjusted and adjusted multivariate regression models, to examine differences from baseline to 3 months between the intervention and usual care groups. For continuous outcomes, we used linear regression models, and for dichotomous outcomes, we used logistic regression models. To account for clustering by practices, we performed generalized linear mixed models. The Estimator (Est) and Confidence Interval 95% (95% CI)are reported.","D009765; D063766","Intervention for the Prevention of Obesity in Preschool",TRUE,306,"linear_regression",NA,NA,NA,2.5788408992482
"417","18b41bd320651649568b656c3d53ab1c","NCT04881760",0.029,"Logistic regression","INTERVENTIONAL",0,0,1,0,0,"Percentage of Participants Who Achieve ≥ 15% Body Weight Reduction","SECONDARY",NA,"D009765; D050177","A Study of LY3437943 in Participants Who Have Obesity or Are Overweight",FALSE,137,"logistic_regression",NA,NA,NA,1.09810262366075
"418","18bd1e035fe23887ab80014008dd1478","NCT03192176",0.0454,"Logistic regression","INTERVENTIONAL",0,0,1,0,0,"Number of Participants With Absolute Reduction of 2 in Mean Number of Moderate and Severe VMS Per Day From Baseline to Each Study Week","SECONDARY","Week 3","D019584","A Dose-ranging Study of the Efficacy of ESN364 in Postmenopausal Women Suffering Vasomotor Symptoms (Hot Flashes)",FALSE,86,"logistic_regression",NA,NA,NA,1.28221861783766
"419","18da14e0783be0f0ad42d87671e415fc","NCT01270958",0.05,"Two-sample t-test","INTERVENTIONAL",0,0,0,0,1,"Urea Nitrogen Value at Baseline and After Treatment Completion","PRIMARY",NA,"D012220; D065631; D012221","A Phase-IV, Open-label Study to Evaluate Safety/Tolerability of Once-daily AVAMYS (TM) Aqueous Nasal Spray 110mcg Among Vietnamese Adult Patients With Established Perennial Allergic Rhinitis",FALSE,56,"t-test",NA,NA,NA,1.13456029943022
"420","1915e4e2c6b54a0840f10acb359e5ccc","NCT01216163",0.037,"ANOVA","INTERVENTIONAL",0,0,0,1,0,"Sum of Pain Relief Rating and Pain Intensity Difference (PRID)","SECONDARY","6 hours: Treatment difference (Ibuprofen sodium - Acetaminophen) and corresponding 95% CI were calculated based on LS means from the ANOVA model.","D014098","Study Evaluating A Novel Ibuprofen Formulation In The Treatment Of Dental Pain",FALSE,173,"anova",2,NA,NA,1.51287735990295
"421","1918733abb24cc048fc0349541b6bb71","NCT01329029",0.0175,"Linear regression","INTERVENTIONAL",0,0,0,0,1,"Rate of Severe COPD Exacerbations Per Patient Per Year","SECONDARY",NA,"D008171; D008173; D029424","Roflumilast in Chronic Obstructive Pulmonary Disease (COPD) Patients Treated With Fixed Combinations of Long-acting β2-agonists (LABA) and Inhaled Glucocorticosteroid (ICS)",FALSE,1935,"linear_regression",NA,NA,NA,2.61857116755189
"422","191e7203f026e133d56a95e983cc0854","NCT00286468",0.046,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Number of Participants With Glycosylated Hemoglobin ≤ 7.0%.","SECONDARY",NA,"D003920","Study of Alogliptin Combined With Sulfonylurea in Subjects With Type 2 Diabetes Mellitus.",FALSE,302,"logistic_regression",NA,NA,NA,2.38931884054946
"423","19235a2c1dfbbdbc2464f819d86df0a1","NCT02485483",0.034,"Two-sample t-test","OBSERVATIONAL",0,0,0,0,0,"WHO-5 Index at Baseline: VADERA I","PRIMARY","Number of participants analyzed (N) = 222","D001168; D001172; D003863","Study for Validation of Standardized Questionnaires on Depression and Investigation of the Frequency of Depression in Rheumatoid Arthritis (RA) Participants",FALSE,224,"t-test",NA,NA,NA,1.59760217169233
"424","19257a5c21d932c1c019410bd34ee8a8","NCT01236053",0.0333,"Conditional logistic regression","OBSERVATIONAL",0,0,0,0,0,"Number of Anal Cancer Cases and Matched Controls With the Indicated Cumulative Dose of Gabapentin","PRIMARY",NA,"D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437","Cancer in Patients With Gabapentin (GPRD)",FALSE,2067,"logistic_regression",NA,NA,NA,4.72505074842544
"425","192a0f8b0b4d3bf70245886979556fb5","NCT04716010",0.05,"Linear regression","INTERVENTIONAL",0,0,0,0,0,"Total Saturated Fat","SECONDARY",NA,"D003110; D012004","Developing and Evaluating Product Messaging",TRUE,1765,"linear_regression",NA,NA,NA,6.1614479472587
"426","1935d6b7ef318790c867f3a80d2a0514","NCT00416572",0.05,"Linear regression","INTERVENTIONAL",0,0,0,0,0,"Mental Health (Measured With the SF-36) at Baseline, Post-intervention (4-months Post-intervention) and Final Follow-up (13-months Post-intervention)","PRIMARY","Comparison between nutrition education intervention and the control condition at 4 months post-intervention. The full regression model contained 2 dummy-coded variables (education intervention vs. control condition and nutrition education intervention vs. control condition), and the baseline measure of the outcome.","D001943","Educational Program in Younger Women Who Have Recently Finished Treatment for Stage I or Stage II Breast Cancer",FALSE,154,"linear_regression",NA,NA,NA,1.84083479148392
"427","19460bc010e83e05b2cdc3ce97d50972","NCT00390949",0.05,"Logistic regression","INTERVENTIONAL",0,0,0,0,0,"Percentage of Participants Reporting More Than One Casual Partner in the Past 3 Years","SECONDARY",NA,"D015658","Scientific Evaluation of Peer Education and STD Treatment to Reduce the Spread of HIV in Zimbabwe",TRUE,4749,"logistic_regression",NA,NA,NA,10.0998413233167
"428","19802b09cdc1a4c9de628cce6de98dca","NCT00105989",0.019,"Two-sample t-test","INTERVENTIONAL",0,0,0,1,0,"Change From Baseline to Endpoint in Hamilton Depression Rating Scale Subscales, Including the Core, Maier, Anxiety/Somatization, Retardation/Somatization, and Sleep Subscales, and the Depressed Mood Item - Acute and Continuation Phases","SECONDARY",NA,"D012008; D003866; D003863; D003865","Duloxetine Versus Placebo in the Prevention of Recurrence of Major Depressive Disorder",FALSE,412,"t-test",NA,NA,NA,1.30529687286858
"429","198a25a99a741c35ac215137ce513e98","NCT00338884",0.045,"Mann-Whitney","INTERVENTIONAL",0,0,1,0,0,"Ctrough Stratified by Tumor Response (CR or PR or [SD > = 12 Weeks] Versus PD) for Total Drug (Sunitinib + SU012662)","SECONDARY","Day 1, Week 7 (CR or PR or \[SD \> = 12 Weeks\] Versus PD)","D002292","Safety And Effectiveness Of Daily Dosing With 37.5 mg Sunitinib Malate In Patients With Advanced Kidney Cancer",FALSE,88,"mann_whitney",NA,NA,NA,1.28683000126716
"430","19a43ae57ea35d61fc31110ed79e6424","NCT01672892",0.03,"Two-sample t-test","INTERVENTIONAL",0,0,0,1,0,"Urinary Toxicity, as Measured by Change in EPIC Urinary Domain","SECONDARY","Week 5 of RT","D002583; D016889; D011183","Standard Versus Intensity-Modulated Pelvic Radiation Therapy in Treating Patients With Endometrial or Cervical Cancer",FALSE,279,"t-test",NA,NA,NA,1.5990334601552
"431","19bf3e43057be0fda81bb2f49ce7fa28","NCT02033889",0.023,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Percentage of Participants With an A1C of <6.5% (48 mmol/Mol) at Week 26 (Logistic Regression Using Multiple Imputation: Excluding Rescue Approach)","SECONDARY",NA,"D003920; D003924","A Study To Evaluate The Efficacy And Safety Of Ertugliflozin In Participants With Type 2 Diabetes Mellitus And Inadequate Glycemic Control On Metformin Monotherapy (MK-8835-007).",FALSE,416,"logistic_regression",NA,NA,NA,1.54852400071779
"432","19ced305275d18330a043a0d0f86b7ea","NCT01138995",0.022,"Mann-Whitney","INTERVENTIONAL",0,0,0,0,0,"Berg Balance Scale (BBS) Score","SECONDARY",NA,"D020521; D010291; D020427; D020233","Clinical Study of the L300 Versus Ankle-foot Orthosis (AFO) on Post-Stroke Subjects With Foot Drop",TRUE,197,"mann_whitney",NA,NA,NA,1.03254180235995
"433","19d809fa7d23fbfddbfec305554aeedc","NCT00536471",0.045,"ANOVA","INTERVENTIONAL",0,0,0,0,1,"Statistically Significant Changes in Baseline to 9 Month Endpoint Laboratory Values - Hemoglobin","SECONDARY",NA,"D003866; D003863; D003865","A Study Comparing Duloxetine and Placebo in Assessing Energy and Vitality in Major Depressive Disorder (MDD) Patients",FALSE,264,"anova",2,NA,NA,2.19518396887831
"434","19dccecb9ee38e5112f3aa2dc3b46dce","NCT03258645",0.01,"Linear regression","OBSERVATIONAL",0,0,0,0,0,"Previous Modified Rankin Scale (mRS) at First Ever Ischaemic Stroke According to Dabigatran Initiation Time Period","SECONDARY","Univariate linear regression with the continuous dependent variable of time-to-initiation for dabigatran in days and independent variable of Modified Rankin Scale (mRS) at index date was applied.","D001281","This Study Uses the SITS Registry to Find Out When Patients With a Heart Rhythm Disorder (Atrial Fibrillation) Start Treatment With Dabigatran After They Had a Stroke",FALSE,1240,"linear_regression",NA,NA,NA,1.27974442537769
"435","19e4bb0f7c90dd0143d97807e219627b","NCT01559259",0.039,"ANOVA","INTERVENTIONAL",0,0,1,0,0,"Pain Intensity Difference on 4-Point Categorical Scale (PID4)","SECONDARY","0.5 hour: Treatment difference and 95% CI were based on LSM from ANOVA with treatment, baseline categorical PSR, gender and treatment-by-baseline categorical PSR terms used as covariates.","D014098","Evaluation of the Efficacy of Novel Ibuprofen Acetaminophen Combination Formulations in the Treatment of Post-surgical Dental Pain",FALSE,185,"anova",2,NA,NA,1.63437425337792
"436","19e5e4821cb9f0c9d6ede0aeac7bdf61","NCT03183908",0.0435,"Mann-Whitney","INTERVENTIONAL",0,0,0,0,1,"Quality of Life - Late Life Function & Disability Instrument - Ages 65 - 79","SECONDARY","Social Roles Changes from Day 1 to Day 3 Group Comparisons","D000075662; D064420","FLUAD® vs. Fluzone® High-Dose Study",FALSE,239,"mann_whitney",NA,NA,NA,2.03160559771789
"437","19e678e0f716ab35f7c7580cc117cc9f","NCT02373813",0.037,"Two-sample t-test","INTERVENTIONAL",0,0,0,1,0,"Change From Baseline in SDAI Score at All Measured Timepoints","SECONDARY","Change at Week 36","D001168; D001172","Study of Etanercept Monotherapy vs Methotrexate Monotherapy for Maintenance of Rheumatoid Arthritis Remission",FALSE,152,"t-test",NA,NA,NA,1.42055118922827
"438","19eef806574d2578a623c3a26f583e0b","NCT03521115",0.05,"Linear regression","INTERVENTIONAL",0,0,0,0,0,"Count of Teens Who Were Drunk or Very, Very High During the Past 6 Months","PRIMARY","12 month follow-up. Among those assigned to intervention, dosage was assigned as 0 for no exposure, 1 for completing only the communication, and 2 for completing the alcohol component. A probit analysis predicting completion was conducted from baseline measures and an instrumental variable, inverse Mills' ratio (IMR) representing the underlying selection processes was included as a covariate accounting for factors related to program completion. All controls were assigned 0 dosage.","D019973; D000435; D000374; D000428; D064829","Family Based Prevention of Alcohol and Risky Sex for Older Teens",TRUE,400,"linear_regression",NA,NA,NA,2.94410447224363
"439","19fa108d54609438228f3bf4a649960c","NCT04716010",0.05,"Linear regression","INTERVENTIONAL",0,0,0,0,0,"Percentage of Participants Who Support Environmental Warning Label","OTHER_PRE_SPECIFIED",NA,"D003110; D012004","Developing and Evaluating Product Messaging",TRUE,1770,"linear_regression",NA,NA,NA,6.17015007090058
"440","1a0983774d5920833d45dd10c432b141","NCT01070550",0.0147,"Logistic regression","OBSERVATIONAL",0,0,0,0,0,"Percentage of Participants With Modified Sustained Virological Response by Genotype in Modified All-Treated Population","PRIMARY","The statistical analysis is presented for ALT ratio at BL (\> 1 - 3 vs \> 3). The logistic regression analysis for mSVR was performed for association between treatment exposure and baseline factors available in at least 90% of participants (including total cumulative dose of peginterferon and ribavirin), in naive HCV mono-infected mTRT participants receiving PEG-IFN alfa-2a.","D006506; D006526; D019698; D006505","PROPHESYS 1: An Observational Study on Predictors of Response in Treatment-naïve Patients With Chronic Hepatitis C Virus (HCV)Treated With Pegasys (Peginterferon Alfa-2a)",FALSE,2981,"logistic_regression",NA,NA,NA,2.78701049165799
